FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,VEHICLE_TYPE,Tipo veicolo,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,001267,Sparone,VEHICFLEET,Parco veicolare,99,Totale,2021,871,,
A,Annuale,001267,Sparone,VEHICFLEET,Parco veicolare,99,Totale,2022,876,,
A,Annuale,001267,Sparone,VEHICFLEET,Parco veicolare,99,Totale,2023,879,,
A,Annuale,001267,Sparone,VEHICFLEET,Parco veicolare,99,Totale,2024,874,,
A,Annuale,001268,Strambinello,VEHICFLEET,Parco veicolare,99,Totale,2021,264,,
A,Annuale,001268,Strambinello,VEHICFLEET,Parco veicolare,99,Totale,2022,266,,
A,Annuale,001268,Strambinello,VEHICFLEET,Parco veicolare,99,Totale,2023,260,,
A,Annuale,001268,Strambinello,VEHICFLEET,Parco veicolare,99,Totale,2024,246,,
A,Annuale,001269,Strambino,VEHICFLEET,Parco veicolare,99,Totale,2021,6084,,
A,Annuale,001269,Strambino,VEHICFLEET,Parco veicolare,99,Totale,2022,6098,,
A,Annuale,001269,Strambino,VEHICFLEET,Parco veicolare,99,Totale,2023,6137,,
A,Annuale,001269,Strambino,VEHICFLEET,Parco veicolare,99,Totale,2024,6267,,
A,Annuale,001270,Susa,VEHICFLEET,Parco veicolare,99,Totale,2021,5588,,
A,Annuale,001270,Susa,VEHICFLEET,Parco veicolare,99,Totale,2022,5605,,
A,Annuale,001270,Susa,VEHICFLEET,Parco veicolare,99,Totale,2023,5696,,
A,Annuale,001270,Susa,VEHICFLEET,Parco veicolare,99,Totale,2024,5766,,
A,Annuale,001271,Tavagnasco,VEHICFLEET,Parco veicolare,99,Totale,2021,710,,
A,Annuale,001271,Tavagnasco,VEHICFLEET,Parco veicolare,99,Totale,2022,710,,
A,Annuale,001271,Tavagnasco,VEHICFLEET,Parco veicolare,99,Totale,2023,725,,
A,Annuale,001271,Tavagnasco,VEHICFLEET,Parco veicolare,99,Totale,2024,724,,
A,Annuale,001272,Torino,VEHICFLEET,Parco veicolare,99,Totale,2021,642208,,
A,Annuale,001272,Torino,VEHICFLEET,Parco veicolare,99,Totale,2022,656945,,
A,Annuale,001272,Torino,VEHICFLEET,Parco veicolare,99,Totale,2023,741143,,
A,Annuale,001272,Torino,VEHICFLEET,Parco veicolare,99,Totale,2024,815127,,
A,Annuale,001273,Torrazza Piemonte,VEHICFLEET,Parco veicolare,99,Totale,2021,2779,,
A,Annuale,001273,Torrazza Piemonte,VEHICFLEET,Parco veicolare,99,Totale,2022,2836,,
A,Annuale,001273,Torrazza Piemonte,VEHICFLEET,Parco veicolare,99,Totale,2023,2802,,
A,Annuale,001273,Torrazza Piemonte,VEHICFLEET,Parco veicolare,99,Totale,2024,2856,,
A,Annuale,001274,Torre Canavese,VEHICFLEET,Parco veicolare,99,Totale,2021,675,,
A,Annuale,001274,Torre Canavese,VEHICFLEET,Parco veicolare,99,Totale,2022,722,,
A,Annuale,001274,Torre Canavese,VEHICFLEET,Parco veicolare,99,Totale,2023,730,,
A,Annuale,001274,Torre Canavese,VEHICFLEET,Parco veicolare,99,Totale,2024,750,,
A,Annuale,001275,Torre Pellice,VEHICFLEET,Parco veicolare,99,Totale,2021,3916,,
A,Annuale,001275,Torre Pellice,VEHICFLEET,Parco veicolare,99,Totale,2022,3935,,
A,Annuale,001275,Torre Pellice,VEHICFLEET,Parco veicolare,99,Totale,2023,3959,,
A,Annuale,001275,Torre Pellice,VEHICFLEET,Parco veicolare,99,Totale,2024,3992,,
A,Annuale,001276,Trana,VEHICFLEET,Parco veicolare,99,Totale,2021,3700,,
A,Annuale,001276,Trana,VEHICFLEET,Parco veicolare,99,Totale,2022,3686,,
A,Annuale,001276,Trana,VEHICFLEET,Parco veicolare,99,Totale,2023,3759,,
A,Annuale,001276,Trana,VEHICFLEET,Parco veicolare,99,Totale,2024,3835,,
A,Annuale,001278,Traversella,VEHICFLEET,Parco veicolare,99,Totale,2021,304,,
A,Annuale,001278,Traversella,VEHICFLEET,Parco veicolare,99,Totale,2022,298,,
A,Annuale,001278,Traversella,VEHICFLEET,Parco veicolare,99,Totale,2023,308,,
A,Annuale,001278,Traversella,VEHICFLEET,Parco veicolare,99,Totale,2024,327,,
A,Annuale,001279,Traves,VEHICFLEET,Parco veicolare,99,Totale,2021,454,,
A,Annuale,001279,Traves,VEHICFLEET,Parco veicolare,99,Totale,2022,471,,
A,Annuale,001279,Traves,VEHICFLEET,Parco veicolare,99,Totale,2023,483,,
A,Annuale,001279,Traves,VEHICFLEET,Parco veicolare,99,Totale,2024,473,,
A,Annuale,001280,Trofarello,VEHICFLEET,Parco veicolare,99,Totale,2021,9148,,
A,Annuale,001280,Trofarello,VEHICFLEET,Parco veicolare,99,Totale,2022,9108,,
A,Annuale,001280,Trofarello,VEHICFLEET,Parco veicolare,99,Totale,2023,9254,,
A,Annuale,001280,Trofarello,VEHICFLEET,Parco veicolare,99,Totale,2024,9316,,
A,Annuale,001281,Usseaux,VEHICFLEET,Parco veicolare,99,Totale,2021,209,,
A,Annuale,001281,Usseaux,VEHICFLEET,Parco veicolare,99,Totale,2022,215,,
A,Annuale,001281,Usseaux,VEHICFLEET,Parco veicolare,99,Totale,2023,212,,
A,Annuale,001281,Usseaux,VEHICFLEET,Parco veicolare,99,Totale,2024,216,,
A,Annuale,001282,Usseglio,VEHICFLEET,Parco veicolare,99,Totale,2021,242,,
A,Annuale,001282,Usseglio,VEHICFLEET,Parco veicolare,99,Totale,2022,241,,
A,Annuale,001282,Usseglio,VEHICFLEET,Parco veicolare,99,Totale,2023,253,,
A,Annuale,001282,Usseglio,VEHICFLEET,Parco veicolare,99,Totale,2024,260,,
A,Annuale,001283,Vaie,VEHICFLEET,Parco veicolare,99,Totale,2021,1301,,
A,Annuale,001283,Vaie,VEHICFLEET,Parco veicolare,99,Totale,2022,1302,,
A,Annuale,001283,Vaie,VEHICFLEET,Parco veicolare,99,Totale,2023,1311,,
A,Annuale,001283,Vaie,VEHICFLEET,Parco veicolare,99,Totale,2024,1326,,
A,Annuale,001284,Val della Torre,VEHICFLEET,Parco veicolare,99,Totale,2021,4228,,
A,Annuale,001284,Val della Torre,VEHICFLEET,Parco veicolare,99,Totale,2022,4292,,
A,Annuale,001284,Val della Torre,VEHICFLEET,Parco veicolare,99,Totale,2023,4343,,
A,Annuale,001284,Val della Torre,VEHICFLEET,Parco veicolare,99,Totale,2024,4364,,
A,Annuale,001317,Val di Chy,VEHICFLEET,Parco veicolare,99,Totale,2021,1296,,
A,Annuale,001317,Val di Chy,VEHICFLEET,Parco veicolare,99,Totale,2022,1289,,
A,Annuale,001317,Val di Chy,VEHICFLEET,Parco veicolare,99,Totale,2023,1293,,
A,Annuale,001317,Val di Chy,VEHICFLEET,Parco veicolare,99,Totale,2024,1298,,
A,Annuale,001318,Valchiusa,VEHICFLEET,Parco veicolare,99,Totale,2021,1079,,
A,Annuale,001318,Valchiusa,VEHICFLEET,Parco veicolare,99,Totale,2022,1075,,
A,Annuale,001318,Valchiusa,VEHICFLEET,Parco veicolare,99,Totale,2023,1098,,
A,Annuale,001318,Valchiusa,VEHICFLEET,Parco veicolare,99,Totale,2024,1143,,
A,Annuale,001285,Valgioie,VEHICFLEET,Parco veicolare,99,Totale,2021,1020,,
A,Annuale,001285,Valgioie,VEHICFLEET,Parco veicolare,99,Totale,2022,1030,,
A,Annuale,001285,Valgioie,VEHICFLEET,Parco veicolare,99,Totale,2023,1040,,
A,Annuale,001285,Valgioie,VEHICFLEET,Parco veicolare,99,Totale,2024,1078,,
A,Annuale,001286,Vallo Torinese,VEHICFLEET,Parco veicolare,99,Totale,2021,677,,
A,Annuale,001286,Vallo Torinese,VEHICFLEET,Parco veicolare,99,Totale,2022,701,,
A,Annuale,001286,Vallo Torinese,VEHICFLEET,Parco veicolare,99,Totale,2023,713,,
A,Annuale,001286,Vallo Torinese,VEHICFLEET,Parco veicolare,99,Totale,2024,727,,
A,Annuale,001287,Valperga,VEHICFLEET,Parco veicolare,99,Totale,2021,2983,,
A,Annuale,001287,Valperga,VEHICFLEET,Parco veicolare,99,Totale,2022,2993,,
A,Annuale,001287,Valperga,VEHICFLEET,Parco veicolare,99,Totale,2023,3067,,
A,Annuale,001287,Valperga,VEHICFLEET,Parco veicolare,99,Totale,2024,3098,,
A,Annuale,001288,Valprato Soana,VEHICFLEET,Parco veicolare,99,Totale,2021,110,,
A,Annuale,001288,Valprato Soana,VEHICFLEET,Parco veicolare,99,Totale,2022,102,,
A,Annuale,001288,Valprato Soana,VEHICFLEET,Parco veicolare,99,Totale,2023,119,,
A,Annuale,001288,Valprato Soana,VEHICFLEET,Parco veicolare,99,Totale,2024,114,,
A,Annuale,001289,Varisella,VEHICFLEET,Parco veicolare,99,Totale,2021,865,,
A,Annuale,001289,Varisella,VEHICFLEET,Parco veicolare,99,Totale,2022,854,,
A,Annuale,001289,Varisella,VEHICFLEET,Parco veicolare,99,Totale,2023,896,,
A,Annuale,001289,Varisella,VEHICFLEET,Parco veicolare,99,Totale,2024,915,,
A,Annuale,001290,Vauda Canavese,VEHICFLEET,Parco veicolare,99,Totale,2021,1468,,
A,Annuale,001290,Vauda Canavese,VEHICFLEET,Parco veicolare,99,Totale,2022,1516,,
A,Annuale,001290,Vauda Canavese,VEHICFLEET,Parco veicolare,99,Totale,2023,1548,,
A,Annuale,001290,Vauda Canavese,VEHICFLEET,Parco veicolare,99,Totale,2024,1593,,
A,Annuale,001292,Venaria Reale,VEHICFLEET,Parco veicolare,99,Totale,2021,25381,,
A,Annuale,001292,Venaria Reale,VEHICFLEET,Parco veicolare,99,Totale,2022,25409,,
A,Annuale,001292,Venaria Reale,VEHICFLEET,Parco veicolare,99,Totale,2023,25602,,
A,Annuale,001292,Venaria Reale,VEHICFLEET,Parco veicolare,99,Totale,2024,26109,,
A,Annuale,001291,Venaus,VEHICFLEET,Parco veicolare,99,Totale,2021,916,,
A,Annuale,001291,Venaus,VEHICFLEET,Parco veicolare,99,Totale,2022,929,,
A,Annuale,001291,Venaus,VEHICFLEET,Parco veicolare,99,Totale,2023,936,,
A,Annuale,001291,Venaus,VEHICFLEET,Parco veicolare,99,Totale,2024,947,,
A,Annuale,001293,Verolengo,VEHICFLEET,Parco veicolare,99,Totale,2021,4429,,
A,Annuale,001293,Verolengo,VEHICFLEET,Parco veicolare,99,Totale,2022,4451,,
A,Annuale,001293,Verolengo,VEHICFLEET,Parco veicolare,99,Totale,2023,4524,,
A,Annuale,001293,Verolengo,VEHICFLEET,Parco veicolare,99,Totale,2024,4600,,
A,Annuale,001294,Verrua Savoia,VEHICFLEET,Parco veicolare,99,Totale,2021,1447,,
A,Annuale,001294,Verrua Savoia,VEHICFLEET,Parco veicolare,99,Totale,2022,1471,,
A,Annuale,001294,Verrua Savoia,VEHICFLEET,Parco veicolare,99,Totale,2023,1485,,
A,Annuale,001294,Verrua Savoia,VEHICFLEET,Parco veicolare,99,Totale,2024,1543,,
A,Annuale,001295,Vestignè,VEHICFLEET,Parco veicolare,99,Totale,2021,817,,
A,Annuale,001295,Vestignè,VEHICFLEET,Parco veicolare,99,Totale,2022,797,,
A,Annuale,001295,Vestignè,VEHICFLEET,Parco veicolare,99,Totale,2023,795,,
A,Annuale,001295,Vestignè,VEHICFLEET,Parco veicolare,99,Totale,2024,787,,
A,Annuale,001296,Vialfrè,VEHICFLEET,Parco veicolare,99,Totale,2021,316,,
A,Annuale,001296,Vialfrè,VEHICFLEET,Parco veicolare,99,Totale,2022,321,,
A,Annuale,001296,Vialfrè,VEHICFLEET,Parco veicolare,99,Totale,2023,334,,
A,Annuale,001296,Vialfrè,VEHICFLEET,Parco veicolare,99,Totale,2024,349,,
A,Annuale,001298,Vidracco,VEHICFLEET,Parco veicolare,99,Totale,2021,480,,
A,Annuale,001298,Vidracco,VEHICFLEET,Parco veicolare,99,Totale,2022,436,,
A,Annuale,001298,Vidracco,VEHICFLEET,Parco veicolare,99,Totale,2023,440,,
A,Annuale,001298,Vidracco,VEHICFLEET,Parco veicolare,99,Totale,2024,439,,
A,Annuale,001299,Vigone,VEHICFLEET,Parco veicolare,99,Totale,2021,4841,,
A,Annuale,001299,Vigone,VEHICFLEET,Parco veicolare,99,Totale,2022,4890,,
A,Annuale,001299,Vigone,VEHICFLEET,Parco veicolare,99,Totale,2023,4907,,
A,Annuale,001299,Vigone,VEHICFLEET,Parco veicolare,99,Totale,2024,5049,,
A,Annuale,001300,Villafranca Piemonte,VEHICFLEET,Parco veicolare,99,Totale,2021,4589,,
A,Annuale,001300,Villafranca Piemonte,VEHICFLEET,Parco veicolare,99,Totale,2022,4662,,
A,Annuale,001300,Villafranca Piemonte,VEHICFLEET,Parco veicolare,99,Totale,2023,4687,,
A,Annuale,001300,Villafranca Piemonte,VEHICFLEET,Parco veicolare,99,Totale,2024,4755,,
A,Annuale,001301,Villanova Canavese,VEHICFLEET,Parco veicolare,99,Totale,2021,1320,,
A,Annuale,001301,Villanova Canavese,VEHICFLEET,Parco veicolare,99,Totale,2022,1390,,
A,Annuale,001301,Villanova Canavese,VEHICFLEET,Parco veicolare,99,Totale,2023,1428,,
A,Annuale,001301,Villanova Canavese,VEHICFLEET,Parco veicolare,99,Totale,2024,1444,,
A,Annuale,001303,Villar Dora,VEHICFLEET,Parco veicolare,99,Totale,2021,2651,,
A,Annuale,001303,Villar Dora,VEHICFLEET,Parco veicolare,99,Totale,2022,2721,,
A,Annuale,001303,Villar Dora,VEHICFLEET,Parco veicolare,99,Totale,2023,2776,,
A,Annuale,001303,Villar Dora,VEHICFLEET,Parco veicolare,99,Totale,2024,2792,,
A,Annuale,001305,Villar Focchiardo,VEHICFLEET,Parco veicolare,99,Totale,2021,2029,,
A,Annuale,001305,Villar Focchiardo,VEHICFLEET,Parco veicolare,99,Totale,2022,2062,,
A,Annuale,001305,Villar Focchiardo,VEHICFLEET,Parco veicolare,99,Totale,2023,2080,,
A,Annuale,001305,Villar Focchiardo,VEHICFLEET,Parco veicolare,99,Totale,2024,2106,,
A,Annuale,001306,Villar Pellice,VEHICFLEET,Parco veicolare,99,Totale,2021,1134,,
A,Annuale,001306,Villar Pellice,VEHICFLEET,Parco veicolare,99,Totale,2022,1144,,
A,Annuale,001306,Villar Pellice,VEHICFLEET,Parco veicolare,99,Totale,2023,1163,,
A,Annuale,001306,Villar Pellice,VEHICFLEET,Parco veicolare,99,Totale,2024,1173,,
A,Annuale,001307,Villar Perosa,VEHICFLEET,Parco veicolare,99,Totale,2021,3649,,
A,Annuale,001307,Villar Perosa,VEHICFLEET,Parco veicolare,99,Totale,2022,3659,,
A,Annuale,001307,Villar Perosa,VEHICFLEET,Parco veicolare,99,Totale,2023,3729,,
A,Annuale,001307,Villar Perosa,VEHICFLEET,Parco veicolare,99,Totale,2024,3784,,
A,Annuale,001302,Villarbasse,VEHICFLEET,Parco veicolare,99,Totale,2021,3309,,
A,Annuale,001302,Villarbasse,VEHICFLEET,Parco veicolare,99,Totale,2022,3367,,
A,Annuale,001302,Villarbasse,VEHICFLEET,Parco veicolare,99,Totale,2023,3428,,
A,Annuale,001302,Villarbasse,VEHICFLEET,Parco veicolare,99,Totale,2024,3465,,
A,Annuale,001304,Villareggia,VEHICFLEET,Parco veicolare,99,Totale,2021,1032,,
A,Annuale,001304,Villareggia,VEHICFLEET,Parco veicolare,99,Totale,2022,1058,,
A,Annuale,001304,Villareggia,VEHICFLEET,Parco veicolare,99,Totale,2023,1073,,
A,Annuale,001304,Villareggia,VEHICFLEET,Parco veicolare,99,Totale,2024,1098,,
A,Annuale,001308,Villastellone,VEHICFLEET,Parco veicolare,99,Totale,2021,3951,,
A,Annuale,001308,Villastellone,VEHICFLEET,Parco veicolare,99,Totale,2022,3930,,
A,Annuale,001308,Villastellone,VEHICFLEET,Parco veicolare,99,Totale,2023,3926,,
A,Annuale,001308,Villastellone,VEHICFLEET,Parco veicolare,99,Totale,2024,3942,,
A,Annuale,001309,Vinovo,VEHICFLEET,Parco veicolare,99,Totale,2021,13235,,
A,Annuale,001309,Vinovo,VEHICFLEET,Parco veicolare,99,Totale,2022,13327,,
A,Annuale,001309,Vinovo,VEHICFLEET,Parco veicolare,99,Totale,2023,13578,,
A,Annuale,001309,Vinovo,VEHICFLEET,Parco veicolare,99,Totale,2024,13753,,
A,Annuale,001310,Virle Piemonte,VEHICFLEET,Parco veicolare,99,Totale,2021,1009,,
A,Annuale,001310,Virle Piemonte,VEHICFLEET,Parco veicolare,99,Totale,2022,1028,,
A,Annuale,001310,Virle Piemonte,VEHICFLEET,Parco veicolare,99,Totale,2023,994,,
A,Annuale,001310,Virle Piemonte,VEHICFLEET,Parco veicolare,99,Totale,2024,1028,,
A,Annuale,001311,Vische,VEHICFLEET,Parco veicolare,99,Totale,2021,1184,,
A,Annuale,001311,Vische,VEHICFLEET,Parco veicolare,99,Totale,2022,1191,,
A,Annuale,001311,Vische,VEHICFLEET,Parco veicolare,99,Totale,2023,1226,,
A,Annuale,001311,Vische,VEHICFLEET,Parco veicolare,99,Totale,2024,1262,,
A,Annuale,001312,Vistrorio,VEHICFLEET,Parco veicolare,99,Totale,2021,497,,
A,Annuale,001312,Vistrorio,VEHICFLEET,Parco veicolare,99,Totale,2022,503,,
A,Annuale,001312,Vistrorio,VEHICFLEET,Parco veicolare,99,Totale,2023,514,,
A,Annuale,001312,Vistrorio,VEHICFLEET,Parco veicolare,99,Totale,2024,511,,
A,Annuale,001313,Viù,VEHICFLEET,Parco veicolare,99,Totale,2021,1032,,
A,Annuale,001313,Viù,VEHICFLEET,Parco veicolare,99,Totale,2022,1046,,
A,Annuale,001313,Viù,VEHICFLEET,Parco veicolare,99,Totale,2023,1060,,
A,Annuale,001313,Viù,VEHICFLEET,Parco veicolare,99,Totale,2024,1054,,
A,Annuale,001314,Volpiano,VEHICFLEET,Parco veicolare,99,Totale,2021,13912,,
A,Annuale,001314,Volpiano,VEHICFLEET,Parco veicolare,99,Totale,2022,14121,,
A,Annuale,001314,Volpiano,VEHICFLEET,Parco veicolare,99,Totale,2023,14312,,
A,Annuale,001314,Volpiano,VEHICFLEET,Parco veicolare,99,Totale,2024,14458,,
A,Annuale,001315,Volvera,VEHICFLEET,Parco veicolare,99,Totale,2021,7590,,
A,Annuale,001315,Volvera,VEHICFLEET,Parco veicolare,99,Totale,2022,7624,,
A,Annuale,001315,Volvera,VEHICFLEET,Parco veicolare,99,Totale,2023,7641,,
A,Annuale,001315,Volvera,VEHICFLEET,Parco veicolare,99,Totale,2024,7782,,
A,Annuale,002002,Alagna Valsesia,VEHICFLEET,Parco veicolare,99,Totale,2021,834,,
A,Annuale,002002,Alagna Valsesia,VEHICFLEET,Parco veicolare,99,Totale,2022,836,,
A,Annuale,002002,Alagna Valsesia,VEHICFLEET,Parco veicolare,99,Totale,2023,859,,
A,Annuale,002002,Alagna Valsesia,VEHICFLEET,Parco veicolare,99,Totale,2024,874,,
A,Annuale,002003,Albano Vercellese,VEHICFLEET,Parco veicolare,99,Totale,2021,416,,
A,Annuale,002003,Albano Vercellese,VEHICFLEET,Parco veicolare,99,Totale,2022,409,,
A,Annuale,002003,Albano Vercellese,VEHICFLEET,Parco veicolare,99,Totale,2023,403,,
A,Annuale,002003,Albano Vercellese,VEHICFLEET,Parco veicolare,99,Totale,2024,413,,
A,Annuale,002004,Alice Castello,VEHICFLEET,Parco veicolare,99,Totale,2021,2463,,
A,Annuale,002004,Alice Castello,VEHICFLEET,Parco veicolare,99,Totale,2022,2465,,
A,Annuale,002004,Alice Castello,VEHICFLEET,Parco veicolare,99,Totale,2023,2481,,
A,Annuale,002004,Alice Castello,VEHICFLEET,Parco veicolare,99,Totale,2024,2519,,
A,Annuale,002170,Alto Sermenza,VEHICFLEET,Parco veicolare,99,Totale,2021,161,,
A,Annuale,002170,Alto Sermenza,VEHICFLEET,Parco veicolare,99,Totale,2022,159,,
A,Annuale,002170,Alto Sermenza,VEHICFLEET,Parco veicolare,99,Totale,2023,154,,
A,Annuale,002170,Alto Sermenza,VEHICFLEET,Parco veicolare,99,Totale,2024,154,,
A,Annuale,002006,Arborio,VEHICFLEET,Parco veicolare,99,Totale,2021,953,,
A,Annuale,002006,Arborio,VEHICFLEET,Parco veicolare,99,Totale,2022,959,,
A,Annuale,002006,Arborio,VEHICFLEET,Parco veicolare,99,Totale,2023,962,,
A,Annuale,002006,Arborio,VEHICFLEET,Parco veicolare,99,Totale,2024,995,,
A,Annuale,002007,Asigliano Vercellese,VEHICFLEET,Parco veicolare,99,Totale,2021,1256,,
A,Annuale,002007,Asigliano Vercellese,VEHICFLEET,Parco veicolare,99,Totale,2022,1270,,
A,Annuale,002007,Asigliano Vercellese,VEHICFLEET,Parco veicolare,99,Totale,2023,1300,,
A,Annuale,002007,Asigliano Vercellese,VEHICFLEET,Parco veicolare,99,Totale,2024,1320,,
A,Annuale,002008,Balmuccia,VEHICFLEET,Parco veicolare,99,Totale,2021,98,,
A,Annuale,002008,Balmuccia,VEHICFLEET,Parco veicolare,99,Totale,2022,98,,
A,Annuale,002008,Balmuccia,VEHICFLEET,Parco veicolare,99,Totale,2023,105,,
A,Annuale,002008,Balmuccia,VEHICFLEET,Parco veicolare,99,Totale,2024,104,,
A,Annuale,002009,Balocco,VEHICFLEET,Parco veicolare,99,Totale,2021,266,,
A,Annuale,002009,Balocco,VEHICFLEET,Parco veicolare,99,Totale,2022,256,,
A,Annuale,002009,Balocco,VEHICFLEET,Parco veicolare,99,Totale,2023,259,,
A,Annuale,002009,Balocco,VEHICFLEET,Parco veicolare,99,Totale,2024,266,,
A,Annuale,002011,Bianzè,VEHICFLEET,Parco veicolare,99,Totale,2021,1711,,
A,Annuale,002011,Bianzè,VEHICFLEET,Parco veicolare,99,Totale,2022,1726,,
A,Annuale,002011,Bianzè,VEHICFLEET,Parco veicolare,99,Totale,2023,1786,,
A,Annuale,002011,Bianzè,VEHICFLEET,Parco veicolare,99,Totale,2024,1817,,
A,Annuale,002014,Boccioleto,VEHICFLEET,Parco veicolare,99,Totale,2021,128,,
A,Annuale,002014,Boccioleto,VEHICFLEET,Parco veicolare,99,Totale,2022,128,,
A,Annuale,002014,Boccioleto,VEHICFLEET,Parco veicolare,99,Totale,2023,127,,
A,Annuale,002014,Boccioleto,VEHICFLEET,Parco veicolare,99,Totale,2024,130,,
A,Annuale,002015,'Borgo d"'Ale',VEHICFLEET,Parco veicolare,99,Totale,2021,2360,,
A,Annuale,002015,'Borgo d"'Ale',VEHICFLEET,Parco veicolare,99,Totale,2022,2357,,
A,Annuale,002015,'Borgo d"'Ale',VEHICFLEET,Parco veicolare,99,Totale,2023,2352,,
A,Annuale,002015,'Borgo d"'Ale',VEHICFLEET,Parco veicolare,99,Totale,2024,2390,,
A,Annuale,002017,Borgo Vercelli,VEHICFLEET,Parco veicolare,99,Totale,2021,2364,,
A,Annuale,002017,Borgo Vercelli,VEHICFLEET,Parco veicolare,99,Totale,2022,2363,,
A,Annuale,002017,Borgo Vercelli,VEHICFLEET,Parco veicolare,99,Totale,2023,2359,,
A,Annuale,002017,Borgo Vercelli,VEHICFLEET,Parco veicolare,99,Totale,2024,2363,,
A,Annuale,002016,Borgosesia,VEHICFLEET,Parco veicolare,99,Totale,2021,11988,,
A,Annuale,002016,Borgosesia,VEHICFLEET,Parco veicolare,99,Totale,2022,11972,,
A,Annuale,002016,Borgosesia,VEHICFLEET,Parco veicolare,99,Totale,2023,12000,,
A,Annuale,002016,Borgosesia,VEHICFLEET,Parco veicolare,99,Totale,2024,12112,,
A,Annuale,002021,Buronzo,VEHICFLEET,Parco veicolare,99,Totale,2021,931,,
A,Annuale,002021,Buronzo,VEHICFLEET,Parco veicolare,99,Totale,2022,954,,
A,Annuale,002021,Buronzo,VEHICFLEET,Parco veicolare,99,Totale,2023,947,,
A,Annuale,002021,Buronzo,VEHICFLEET,Parco veicolare,99,Totale,2024,972,,
A,Annuale,002025,Campertogno,VEHICFLEET,Parco veicolare,99,Totale,2021,193,,
A,Annuale,002025,Campertogno,VEHICFLEET,Parco veicolare,99,Totale,2022,204,,
A,Annuale,002025,Campertogno,VEHICFLEET,Parco veicolare,99,Totale,2023,218,,
A,Annuale,002025,Campertogno,VEHICFLEET,Parco veicolare,99,Totale,2024,226,,
A,Annuale,002029,Carcoforo,VEHICFLEET,Parco veicolare,99,Totale,2021,46,,
A,Annuale,002029,Carcoforo,VEHICFLEET,Parco veicolare,99,Totale,2022,46,,
A,Annuale,002029,Carcoforo,VEHICFLEET,Parco veicolare,99,Totale,2023,49,,
A,Annuale,002029,Carcoforo,VEHICFLEET,Parco veicolare,99,Totale,2024,49,,
A,Annuale,002030,Caresana,VEHICFLEET,Parco veicolare,99,Totale,2021,964,,
A,Annuale,002030,Caresana,VEHICFLEET,Parco veicolare,99,Totale,2022,937,,
A,Annuale,002030,Caresana,VEHICFLEET,Parco veicolare,99,Totale,2023,941,,
A,Annuale,002030,Caresana,VEHICFLEET,Parco veicolare,99,Totale,2024,953,,
A,Annuale,002031,Caresanablot,VEHICFLEET,Parco veicolare,99,Totale,2021,1811,,
A,Annuale,002031,Caresanablot,VEHICFLEET,Parco veicolare,99,Totale,2022,1856,,
A,Annuale,002031,Caresanablot,VEHICFLEET,Parco veicolare,99,Totale,2023,2157,,
A,Annuale,002031,Caresanablot,VEHICFLEET,Parco veicolare,99,Totale,2024,2403,,
A,Annuale,002032,Carisio,VEHICFLEET,Parco veicolare,99,Totale,2021,838,,
A,Annuale,002032,Carisio,VEHICFLEET,Parco veicolare,99,Totale,2022,839,,
A,Annuale,002032,Carisio,VEHICFLEET,Parco veicolare,99,Totale,2023,831,,
A,Annuale,002032,Carisio,VEHICFLEET,Parco veicolare,99,Totale,2024,847,,
A,Annuale,002033,Casanova Elvo,VEHICFLEET,Parco veicolare,99,Totale,2021,251,,
A,Annuale,002033,Casanova Elvo,VEHICFLEET,Parco veicolare,99,Totale,2022,257,,
A,Annuale,002033,Casanova Elvo,VEHICFLEET,Parco veicolare,99,Totale,2023,258,,
A,Annuale,002033,Casanova Elvo,VEHICFLEET,Parco veicolare,99,Totale,2024,261,,
A,Annuale,002171,Cellio con Breia,VEHICFLEET,Parco veicolare,99,Totale,2021,1014,,
A,Annuale,002171,Cellio con Breia,VEHICFLEET,Parco veicolare,99,Totale,2022,1010,,
A,Annuale,002171,Cellio con Breia,VEHICFLEET,Parco veicolare,99,Totale,2023,1019,,
A,Annuale,002171,Cellio con Breia,VEHICFLEET,Parco veicolare,99,Totale,2024,1017,,
A,Annuale,002041,Cervatto,VEHICFLEET,Parco veicolare,99,Totale,2021,58,,
A,Annuale,002041,Cervatto,VEHICFLEET,Parco veicolare,99,Totale,2022,53,,
A,Annuale,002041,Cervatto,VEHICFLEET,Parco veicolare,99,Totale,2023,52,,
A,Annuale,002041,Cervatto,VEHICFLEET,Parco veicolare,99,Totale,2024,50,,
A,Annuale,002042,Cigliano,VEHICFLEET,Parco veicolare,99,Totale,2021,4205,,
A,Annuale,002042,Cigliano,VEHICFLEET,Parco veicolare,99,Totale,2022,4222,,
A,Annuale,002042,Cigliano,VEHICFLEET,Parco veicolare,99,Totale,2023,4238,,
A,Annuale,002042,Cigliano,VEHICFLEET,Parco veicolare,99,Totale,2024,4238,,
A,Annuale,002043,Civiasco,VEHICFLEET,Parco veicolare,99,Totale,2021,298,,
A,Annuale,002043,Civiasco,VEHICFLEET,Parco veicolare,99,Totale,2022,296,,
A,Annuale,002043,Civiasco,VEHICFLEET,Parco veicolare,99,Totale,2023,277,,
A,Annuale,002043,Civiasco,VEHICFLEET,Parco veicolare,99,Totale,2024,283,,
A,Annuale,002045,Collobiano,VEHICFLEET,Parco veicolare,99,Totale,2021,145,,
